,basin_id,PBIAS_high,FHV,PBIAS_low,FLV
62,02CB003,-17.087966340119543,0.23118734611822805,138.42325922650755,0.042854569205529734
63,02CC002,,,,
64,02CC003,,,,
65,02CC004,,,,
66,02CC005,-5.696048869824124,0.23664879184720292,16.048663618266666,0.023572807928698414
67,02CC006,,,,
68,02CC007,,,,
69,02CC008,-21.596989063853904,0.11279964378800406,61.67866206969721,0.09939270487589894
70,02CC009,,,,
71,02CC010,-12.637036724369821,0.23478122496953835,16.83086763212441,0.025684382868346643
72,02CD001,6.793718419968786,0.21328983798536758,12.994195453232907,0.010353005354094988
73,02CD002,,,,
74,02CD003,,,,
75,02CD004,,,,
76,02CD005,,,,
77,02CD006,-17.0547229267288,0.1792343056376865,131.60595229468953,0.01875305878043608
78,02CE001,,,,
79,02CE002,5.3651124035574185,0.24655636740797204,2.112005919739967,0.02473299449441573
80,02CE003,,,,
81,02CE004,,,,
82,02CE007,-16.234508644507542,0.2406227910947707,61.80913162208124,0.023017727125469484
83,02CE103,,,,
84,02CF001,,,,
85,02CF002,,,,
86,02CF004,,,,
87,02CF005,-30.83074032141656,0.21228744926992113,92.4842582819853,0.024881674753270695
88,02CF007,-20.13477514288387,0.26720378234750664,28.99734229522355,0.019775235573696502
89,02CF008,-22.541205300518467,0.242786393801657,22.723336110554886,0.015852651390499226
90,02CF009,,,,
91,02CF010,-27.566378495844763,0.17970602921742174,9.486427545042108,0.024291891301867565
92,02CF011,-48.90031674048292,0.13419288198369314,12.196925525518623,0.028607560185171767
93,02CF012,-13.067732381858438,0.1760534715807141,129.27962253641982,0.04137273944523069
94,02CF013,-8.466797991180083,0.17973109853470823,218.96159530629816,0.04232810934382861
95,02CF014,-35.91458546248922,0.17534050260283027,36.94813802207214,0.029176435157230063
96,02CF100,,,,
97,02CG001,,,,
98,02CG003,-45.467074992506575,0.08657863924825603,4.86137273563154,0.06677881372759001
99,02CG004,-58.66474870210803,0.1972496721091738,571.5185277463092,0.0037314908303196963
100,02DA001,,,,
101,02DB001,,,,
102,02DB002,,,,
103,02DB003,,,,
104,02DB004,,,,
105,02DB005,-37.03656897432451,0.08836225934408438,22.23302038566067,0.029631177495381078
106,02DB006,,,,
107,02DB007,-28.808627496664386,0.21388222921834524,51.36095562975953,0.022240384347590864
108,02DB008,-20.891185638288864,0.1395875678070158,16.97659491921525,0.0316365255783879
109,02DC001,,,,
110,02DC002,,,,
111,02DC003,,,,
112,02DC004,-17.45488218922292,0.1790263682682106,-2.24496400607451,0.02965540032002124
113,02DC005,,,,
114,02DC006,,,,
115,02DC007,,,,
116,02DC008,,,,
117,02DC009,,,,
118,02DC011,,,,
119,02DC012,-20.711789059413825,0.21393378529217016,4.897950134005244,0.023455482754454447
120,02DC013,-9.890922078761685,0.2648209567027702,41.47497270639865,0.008812522301083772
121,02DD001,,,,
122,02DD002,,,,
123,02DD004,,,,
124,02DD005,,,,
125,02DD007,,,,
126,02DD008,,,,
127,02DD009,,,,
128,02DD010,-25.204423301102853,0.08534394612043951,-16.56769044820943,0.015308640573362661
129,02DD012,-49.85780511368359,0.18598046539110732,2395.019339965598,0.07292663819415693
130,02DD013,-23.795336873504077,0.283756700456053,491.29809983382825,0.009276259451513813
131,02DD014,-28.643960589817247,0.21353966529161675,55.40073664567987,0.024756196752397597
132,02DD015,-12.34279785233594,0.24780205073653574,4.544072267030746,0.009633109352567977
133,02DD016,27.932704222976838,0.13830402005934653,316.0281366595607,0.0342929864648254
134,02DD017,-24.69753349528593,0.12710548059597424,1181.075627650893,0.05198208291403931
135,02DD019,,,,
136,02DD020,-64.60709282644203,0.0574966892165385,325.1177809113275,0.09758583817127885
137,02DD024,5.607232211738652,0.23516119717860387,66.35770533887612,0.01638318644202364
138,02DD026,-49.93603934869648,0.05877826679537591,-18.59847002591283,0.015402365902694113
139,02DD029,-18.356939963876318,0.0901104498048697,-22.99286453291276,0.02080729672810929
140,02DD030,902.2946232623731,1.7157422463460974,2906919.5860463404,0.7217664112014426
141,02DD031,379.2945795879802,0.6458557136743247,8680.658544150483,0.18491125979570455
142,02EA001,,,,
143,02EA005,-11.721277922694107,0.22019392163520018,-13.268482640212188,0.012172661638015225
144,02EA006,,,,
145,02EA007,,,,
146,02EA008,,,,
147,02EA009,,,,
148,02EA010,-28.210109107758125,0.21757963047720305,2.3748401574536198,0.014947545044373454
149,02EA011,-11.78540356563482,0.17298145606228557,9.17608157032868,0.011995579490670413
150,02EA012,,,,
151,02EA018,-13.503778956934816,0.19994444200452016,-7.012417614458309,0.015137088726280067
152,02EA021,-30.192983643767988,0.1833015543915644,195.7119406886743,0.004574049931636806
153,02EB002,,,,
154,02EB003,,,,
155,02EB004,-1.7800595251623559,0.19829788976428728,14.068220154462876,0.017938775591834055
156,02EB005,,,,
157,02EB006,-31.96482490486481,0.1047995399745379,-16.763908212633485,0.010801079380547389
158,02EB007,,,,
159,02EB008,-44.3367597390776,0.09470100681786005,-0.8718156708944347,0.01683669148969425
160,02EB009,,,,
161,02EB010,,,,
162,02EB011,-31.595038509775357,0.22432987553577008,146.36367464089406,0.005115670585210428
163,02EB012,-23.013832767790465,0.057864839100562324,23.168249723411574,0.021380794767421548
164,02EB013,-20.22154211967634,0.20835774810103078,14.177219074282043,0.016257139870131856
165,02EB014,-21.61287499962996,0.17333259542091234,11.409597982172807,0.01497076873805641
166,02EB103,,,,
167,02EB104,,,,
168,02EB105,,,,
169,02EC001,,,,
170,02EC002,-17.549777853077856,0.17678652489489904,5.374899318759025,0.00805978701029414
171,02EC003,-25.406439483736104,0.11463917023361207,62.89067830154059,0.02430981206565512
172,02EC004,,,,
173,02EC006,,,,
174,02EC007,,,,
175,02EC008,-32.028589503846014,0.175795538130749,62.66963718846724,0.029838472237769267
176,02EC009,-39.71446258191699,0.17331177184100235,-13.713952467238261,0.0183619383071723
177,02EC010,-44.437676765977685,0.1924725443175376,-22.971095611644273,0.008708668330428026
178,02EC011,-63.086689274828565,0.09500516603594314,36.682424023414676,0.011563454844854102
179,02EC012,,,,
180,02EC014,,,,
181,02EC018,-30.675166383921397,0.13152671919893957,-6.090832590566467,0.03259509025097687
182,02EC019,-22.36619160925737,0.19524034291035322,-14.882258906204815,0.00892651761790983
183,02EC020,-17.863753335613026,0.2085096811579121,12.490657649008824,0.022994104691460612
184,02EC021,-27.460040034631767,0.09748494577680271,30.616746955448164,0.07613584381015259
185,02EC022,-21.408294230582804,0.1486061953142759,-21.3120405488625,0.004805166201299185
186,02EC101,,,,
187,02EC103,,,,
188,02EC918,,,,
189,02ED001,,,,
190,02ED003,-35.18707800929062,0.1584139098002853,-4.027855463305029,0.024310973801317953
191,02ED004,,,,
192,02ED005,,,,
193,02ED007,-7.549285071417337,0.15736415885028984,9.900515674342225,0.05168989039617074
194,02ED009,,,,
195,02ED010,,,,
196,02ED011,,,,
197,02ED013,-36.412392845277,0.16345413547674756,12.94904801216647,0.020164514856213726
198,02ED014,-10.70771706831654,0.16035590469615935,4.404139796883457,0.04321105844099498
199,02ED015,-19.712140387375705,0.19532590902459535,17.55437632342937,0.02169591248301051
200,02ED016,,,,
201,02ED017,-34.68353621611368,0.19874932031973114,12.89758383846649,0.018429442289952993
202,02ED018,,,,
203,02ED019,,,,
204,02ED024,-35.986080392048464,0.15676493274552533,11.462445959031184,0.01689682006744328
205,02ED025,,,,
206,02ED026,-37.516040105776604,0.14123592051989067,14.287399574175813,0.038378259470345955
207,02ED027,-24.765204042162104,0.13395521168030003,-4.145331995874348,0.029379130719422473
208,02ED028,,,,
209,02ED029,-43.18075109952776,0.14112786087774346,-12.09428474552298,0.009087389938066263
210,02ED030,-29.67205954823788,0.12355271985053105,17.548300399850426,0.054954832253288635
211,02ED031,-34.364081675879746,0.17066953850898783,71.15479230364681,0.0314828602313741
212,02ED032,1.9003048358517571,0.17827914670139836,-52.30151783782341,0.014033280917159016
213,02ED100,-61.25775225532156,0.1074053018142174,11.218026590728975,0.03414175155493421
214,02ED101,-40.84134202310093,0.13179520414987295,13.830507970732924,0.03990226364210181
215,02ED102,-42.87027595628267,0.14355754882235358,53.99172601319728,0.03839885866491748
216,02FA001,-26.851102794379848,0.1517779380087283,6.653503011409032,0.011097141244840666
217,02FA002,-28.890563730530307,0.2160278768240768,415.45287259140895,0.00674631100715938
218,02FA004,-56.08778453708225,0.13616256428083326,7.886758119916585,0.0071499625021513346
219,02FB001,,,,
220,02FB003,,,,
221,02FB004,,,,
222,02FB005,,,,
223,02FB006,,,,
224,02FB007,-32.80626352952066,0.14618876582492907,4.13408185436668,0.01887550747238054
225,02FB008,,,,
226,02FB009,-18.754063944993245,0.15552153049351788,6.776013849519261,0.024537942491134994
227,02FB010,-27.513068326464733,0.18721440847905718,21.172654681858972,0.013740864224800515
228,02FB012,-25.102154662516284,0.17661969499428737,24.438066509345305,0.01704110155564493
229,02FB013,-16.402769879693256,0.12406910573283265,6.632906838658524,0.04138948067672908
230,02FB014,-21.09937415651891,0.160389885727754,-12.0165655743749,0.019161237312635054
231,02FC001,-30.487648927995686,0.1567107399671052,-6.262641276111556,0.01915899642301791
232,02FC002,-29.936759560169087,0.156079758278058,-5.085805538808724,0.02171925893729826
233,02FC004,,,,
234,02FC005,,,,
235,02FC009,,,,
236,02FC011,-64.1239092753943,0.10448395801870636,14.260315655593118,0.012910788083227662
237,02FC012,-27.44806576866388,0.2233791966220763,178.00478541033166,0.02996467743835393
238,02FC013,,,,
239,02FC014,,,,
240,02FC015,-32.32154722053765,0.15885491009574337,-0.2172425931833198,0.012102906248812575
241,02FC016,-18.472196554321247,0.22925156947060105,344.8020034425402,0.04457431568017131
242,02FC017,-22.298514666595374,0.1980876120233508,275.7745745636334,0.04616100377314061
243,02FC018,,,,
244,02FC019,,,,
245,02FC020,-56.6228038021473,0.10443251326516183,26.655743012766614,0.019378454621895268
246,02FC021,-21.515641311596653,0.13133044541574276,27.664607171228294,0.0482824439269472
247,02FD001,-61.99225739456805,0.16580345365491855,613.112395094662,0.0018744308806949714
248,02FD002,-31.18652398851583,0.1863693654046472,76.47661837753367,0.02060538547235124
249,02FD003,-48.11394973340565,0.20135212265239008,70.23568644017618,0.002745193246373085
250,02FE001,,,,
251,02FE002,-43.83848662187111,0.17864389809340395,23.25726610003429,0.0072588253491845415
252,02FE003,-38.0905545503617,0.24555389425012233,-15.197035162154036,0.004308336188850396
253,02FE004,,,,
254,02FE005,-43.131412869730475,0.19218473949798245,8.676385415200258,0.009230364686510579
255,02FE007,-37.57143800569551,0.2022958133036649,56.712001384112455,0.007637216217688893
256,02FE008,-34.40045355423562,0.2448249461939837,1665.8312381903183,0.05331997866917265
257,02FE009,-30.793876492126266,0.25073455398783934,25.963427378046955,0.003277844258953034
258,02FE010,-32.57597960634774,0.2652314803398031,122.0153305550828,0.0008842190808278346
259,02FE011,-32.43571809981697,0.2594703534601993,144.354039784588,0.008025484608508307
260,02FE013,-38.58434031054733,0.24683809037300705,107.41098502800597,0.003393276502233069
261,02FE014,-39.97893835502489,0.2161072922379952,99.23109195056355,0.00878310318971471
262,02FE015,-27.256558923913328,0.22393446946219128,16.17588342821894,0.008824729488990338
263,02FE016,-48.62831257272547,0.23196011479839065,54.403254698405355,0.0020735045564698844
264,02FE017,-43.23537338412958,0.14312807846233308,-5.029007139606206,0.017643936634297336
265,02FE018,-55.225840963038664,0.10033507915338206,-24.142035446043824,0.014660949708119458
266,02FF001,,,,
267,02FF002,-30.826140520068712,0.23951584978015575,151.6549759610196,0.007783376170131381
268,02FF003,,,,
269,02FF004,-39.60748137503332,0.2950518301403696,308.97059202872174,0.0072024850963577774
270,02FF005,,,,
271,02FF006,,,,
272,02FF007,-44.506944544290256,0.21307326566979487,48.24664163524689,0.0031355186851425238
273,02FF008,-42.74967691848887,0.2551019337945424,238.74521280363768,0.0021503562572552618
274,02FF009,-32.86456561289648,0.2660897162949255,122.77467447860606,0.006042255043972765
275,02FF011,-49.292476896651586,0.21614959527773264,277.64810327673183,0.005661464033253052
276,02FF012,,,,
277,02FF013,-26.742801769604796,0.2961007868086207,180.0301418020892,0.0017688862271738627
278,02FF014,-48.9163452218991,0.21696761565857348,194.14341135771843,0.014330255599127706
279,02FF015,-29.76217079812549,0.16697406434467058,30.14956275491148,0.033000194015044094
280,02FF016,-29.484537145226682,0.19276640886815663,106.06458092775306,0.0008839422097665446
281,02GA001,,,,
282,02GA002,,,,
283,02GA003,-26.60897260831253,0.18905835699516252,14.979360054075514,0.03345823247201951
284,02GA004,,,,
285,02GA005,-41.17555572677515,0.24626992002506826,50.663401776245976,0.005585967552123861
286,02GA006,-49.62417513822078,0.159751189048385,12.114948646205264,0.02585330947371388
287,02GA007,,,,
288,02GA008,,,,
289,02GA009,,,,
290,02GA010,-41.493948701379075,0.17886128965727016,1.770656948935651,0.019941268038628217
291,02GA011,,,,
292,02GA012,,,,
293,02GA013,,,,
294,02GA014,-33.9130549675996,0.26344356421293647,15.793927377583444,0.007332964809748883
295,02GA015,-24.672343965575124,0.17884993249740272,-2.9439618737451716,0.027198848547477603
296,02GA016,-54.85924139678041,0.14522044091065608,39.34217849225375,0.03429531465319444
297,02GA017,,,,
298,02GA018,-40.36168914541335,0.24597303800793074,55.28132375581221,0.00851656871323083
299,02GA020,,,,
300,02GA022,,,,
301,02GA023,-38.61649469343643,0.20829239686230894,40.27871129013381,0.03250950291282101
302,02GA024,-35.79266176352503,0.16848959016305812,-2.2835679417896,0.015476231155026431
303,02GA027,,,,
304,02GA028,-65.4215191775597,0.11894308902462614,61.43952274569169,0.03593987580599417
305,02GA029,-27.616142920986285,0.16618641896363992,13.7420518897828,0.022675077615566714
306,02GA030,-35.55623423322152,0.22514779902617058,-36.44688368649901,0.009855445704507517
307,02GA031,-18.686692992009544,0.14486114879658937,4.988681410023111,0.03198930273298222
308,02GA033,,,,
309,02GA034,-33.591727467862,0.2032126405431479,40.44947581235191,0.03252995246138859
310,02GA035,,,,
311,02GA036,,,,
312,02GA037,,,,
313,02GA038,-38.5280457065023,0.2914402615287238,17.4416619734432,0.001669001763326198
314,02GA039,-43.301582543826406,0.24311885037749745,11.517604038094788,0.003007460410186862
315,02GA040,-20.575474899324085,0.23880656951256593,48.16220818932692,0.009335809811720323
316,02GA041,-39.084131907098275,0.26818561145083175,14.015303331363043,0.002374199175342114
317,02GA042,-88.1216223057016,0.04484409405574793,192.7852662968416,0.015225116212355075
318,02GA043,-56.913424420186054,0.08126034948180387,56.11950101909491,0.07063485172725965
319,02GA045,-53.920797002585765,0.044698266152404624,-22.97010688038649,0.04863265239950064
320,02GA047,-22.466710814890938,0.16440954546616854,13.056966913061894,0.034618470634191385
321,02GA048,-34.07378547944677,0.20062738976866193,9.001932797223287,0.02789777130262343
322,02GA049,-58.384614438412655,0.18085933954455216,845.1549208072357,0.00159859986352551
323,02GA050,-86.23165972641877,0.04174496011762748,81.0291864216126,0.0008121100775742675
324,02GB001,-28.57306113012077,0.1712181277520602,4.088573327469282,0.030690549231306975
325,02GB002,,,,
326,02GB003,,,,
327,02GB004,,,,
328,02GB005,,,,
329,02GB006,-63.46182122855267,0.10835820748678734,26.916276634529,0.012949699123651666
330,02GB007,-8.405804033854196,0.28900201294079336,37.87565988018301,0.014964090994908221
331,02GB008,-26.83906110477332,0.19283450810809996,21.82471110201203,0.017392078203468088
332,02GB009,,,,
333,02GB011,,,,
334,02GC001,,,,
335,02GC002,-47.37395192273127,0.24484271573746058,24.647952504643843,0.004250403311948118
336,02GC004,,,,
337,02GC005,,,,
338,02GC006,-21.614507137345804,0.14484345655739897,6.207509018986688,0.031371153144416665
339,02GC007,-29.813588982876098,0.11484398886481237,4.433609037725503,0.036748855102079495
340,02GC008,-19.16343497582624,0.11841165145119047,11.27947064910112,0.05085964405218594
341,02GC009,,,,
342,02GC010,-35.086384540470014,0.20101439503625906,14.289196880358043,0.022099718021342654
343,02GC011,-47.2009835323344,0.16221524647753255,64.1724673646062,0.00861999125080419
344,02GC012,,,,
345,02GC013,,,,
346,02GC014,,,,
347,02GC015,,,,
348,02GC016,,,,
349,02GC017,-54.746471418553114,0.13886535531152167,63.263903087517946,0.023348642481240606
350,02GC018,-37.72584675644451,0.2767421857453414,9.126221338307284,0.00591673122303603
351,02GC021,-43.14407851285383,0.06116541926046352,0.8115509631296851,0.05334299060274475
352,02GC022,-20.245569652840153,0.21041972964988756,33.29814379960794,0.011709199973878212
353,02GC023,,,,
354,02GC024,,,,
355,02GC025,,,,
356,02GC026,-34.10455251890373,0.17248929521339737,-9.984185402329869,0.022962830287374805
357,02GC029,-48.082759754336095,0.2351671611424187,-37.40088804388682,0.001616305396205445
358,02GC030,-45.25685583639937,0.23563490408472507,-21.052035099085813,0.005128280808487122
359,02GC031,-43.92239460082694,0.26551081811101773,186.55344965992512,0.00527650954164045
360,02GC033,,,,
361,02GC034,,,,
362,02GC035,,,,
363,02GC036,-43.940823059615205,0.14784433267723285,27.42713739122972,0.03960234381300033
364,02GC037,-37.285630138847125,0.21942160647935877,-21.74591141823233,0.006925637738753661
365,02GC038,-55.8918439798165,0.06216006084018767,21.569270212558393,0.059458911703279486
366,02GD001,-23.671600312342854,0.20855035040327555,15.993663068492078,0.02242455048382339
367,02GD003,-28.67707468213869,0.23697864173159802,161.68869524617304,0.02090006614867631
368,02GD004,-42.12103498021719,0.20476011062540042,66.17446227044687,0.014552369040920568
369,02GD005,-30.44057799995944,0.2646012212432036,27.465685146287218,0.012064008067969293
370,02GD006,,,,
371,02GD007,,,,
372,02GD008,-37.58506817584961,0.2271158460280654,50.18105900170079,0.008214546554892874
373,02GD009,-76.85354347102226,0.044212085219570506,35.38126013809034,0.04374106881151307
374,02GD010,-57.583238254664735,0.16571840516210762,72.63218925842229,0.004067273535613308
375,02GD011,-47.05513688356262,0.15012096037182968,-22.412469708971297,0.014007280050396559
376,02GD012,,,,
377,02GD013,,,,
378,02GD014,-24.421857620385705,0.33078737376242895,50.7681663767927,0.0022116075040379416
379,02GD015,-39.97981774107823,0.22822324880665784,34.03334364406335,0.01081152754735267
380,02GD016,-24.32681253537493,0.19715559619126596,0.26935055541387903,0.02368606476545099
381,02GD018,-40.52830033652292,0.21952552367991435,37.03371986761982,0.014424935207846835
382,02GD019,-45.110513556102426,0.2556467577011449,35.57246767011921,0.009279644923449295
383,02GD020,,,,
384,02GD021,-42.48370367215812,0.2591100837068555,44.673773655102025,0.00392976297927919
385,02GD022,-87.03697415017308,0.02323624106534818,478.08276934144953,0.040176367153399964
386,02GD023,,,,
387,02GD025,,,,
388,02GD026,-52.586788938251786,0.18454424979228068,88.64487189586201,0.021397035626089973
389,02GD027,-40.69951551463944,0.21039172821944804,54.61794879055157,0.009414895366055298
390,02GD028,-29.639877883152323,0.2766595461722258,-5.876916008948691,0.0075204713997515426
391,02GE001,,,,
392,02GE002,-28.549324712231144,0.20402769611143434,15.394461802381173,0.0178556706223964
393,02GE003,-27.490501533867075,0.1936036671539102,7.533322625164396,0.016702582467555873
394,02GE005,-49.017761684039876,0.18468520179918851,-15.739865047495813,0.006505373485231735
395,02GE006,-27.813659908475056,0.19490375040221194,11.321831075170488,0.018320269929798128
396,02GE007,-62.58872222014591,0.1929332225791453,54.833683552074476,0.005013205568106418
397,02GE008,-53.62857743520686,0.1790317193163029,23.882482180387953,0.006825124738641179
398,02GE009,-39.049297021353915,0.3481683334757429,1200.1075255472147,0.0064172821884638225
399,02GG002,-40.731324554147136,0.20257261594962384,7.025755791156212,0.012777389313936835
400,02GG003,-27.20151440743682,0.23342443763278817,6.249742005535072,0.008558225367446777
401,02GG004,,,,
402,02GG005,-80.51884042539217,0.0683509145791914,42.913773154070896,0.029250466427545262
403,02GG006,-52.704362707137896,0.2160556369142186,-3.1087155414853807,0.0015596271400568475
404,02GG007,,,,
405,02GG009,-44.5642832501008,0.21988058295111373,29.71988235270379,0.002256053268914174
406,02GG013,-31.14715479143395,0.3485357216171218,192.0086330039876,0.0012737856651491516
407,02GH001,,,,
408,02GH002,-57.44629185381677,0.22584438345888416,170.97727634571314,0.0074189086965990355
409,02GH003,-34.01695062300994,0.3232121208009371,80.5436702538802,0.0027335182007175757
410,02GH004,,,,
411,02GH011,-65.09142099481839,0.11120766983170834,199.68713526985792,0.007865145942714775
412,02GH016,-41.07819620132732,0.2551229949580326,175.99695984457355,0.027289863525986762
413,02HA006,-25.59863415254932,0.32146837875993084,124.90754160880604,0.0007974561304991386
414,02HA007,-36.86499070078527,0.29227984265830637,890.300267707838,0.00359236138284265
415,02HA014,-65.5076748147006,0.1312879642890852,98.4104024800308,0.021204208783938812
416,02HA020,-31.713799142415937,0.3273396110481774,175.71956016984421,0.0012092113328361243
417,02HA022,,,,
418,02HA023,,,,
419,02HA024,,,,
420,02HA026,,,,
421,02HA027,,,,
422,02HA028,,,,
423,02HA029,,,,
424,02HA030,-59.51336135948768,0.1592128477054882,194.19293433832806,0.048761609450182694
425,02HA031,-62.22530612989026,0.14270691245600556,23.715479096351554,0.034693148164386386
426,02HA032,-63.54751329566607,0.15156214177933947,2073.734427239392,0.006759837833042856
427,02HB001,-26.54729151845128,0.12808998013594763,5.347020807430111,0.05180033242313288
428,02HB002,,,,
429,02HB004,-45.656586261602286,0.21793890512846448,31.711482979225806,0.008449164503475468
430,02HB005,-36.17542838719991,0.1432288916730233,16.911253324433424,0.020823605078041468
431,02HB006,,,,
432,02HB007,-31.117034961059247,0.16217829666983194,8.849720392872285,0.008751862882630957
433,02HB008,-31.470221975967988,0.15819563468054962,4.931048998206794,0.028966767879486433
434,02HB010,,,,
435,02HB011,-50.35699575846241,0.10276426133806926,123.45292638609271,0.03820216140794286
436,02HB012,-14.379833367397554,0.2657923297619511,55.67983751536272,0.01148917885248779
437,02HB013,-38.70377258232327,0.11376057866962073,-11.226301650476076,0.046218046365781404
438,02HB015,-27.00310366336295,0.16783476345167112,449.82519417096387,0.031157853341177842
439,02HB016,,,,
440,02HB018,-32.104776407638234,0.1217208124846565,-1.6734712683174464,0.04460213371690328
441,02HB019,,,,
442,02HB020,-25.96901258157665,0.1102890841538544,2.6983944509600946,0.05516706029233894
443,02HB021,-27.84127146254825,0.14732919797248004,11.43797379814299,0.04518822741861088
444,02HB022,-29.684979090779034,0.14906781102723407,4.53595865817703,0.012648121907787043
445,02HB023,-33.245762685772355,0.16823560872235938,147.53782985142553,0.007879640659279642
446,02HB024,9.991641943573496,0.1682363371619074,-4.988992091125441,0.04729873033667047
447,02HB025,-30.250837909121685,0.1400195708630008,4.098068407477336,0.038889172983934905
448,02HB026,,,,
449,02HB027,-37.19939105811596,0.2605130691092394,72.40002120889024,0.014922239566599054
450,02HB028,-4.388973346508167,0.2760307084151326,56.74317579366792,0.013111465998563112
451,02HB029,-38.667416050290335,0.13035046509476464,6.123530909790286,0.03465401288094645
452,02HB030,-58.90060559388527,0.0530604698764044,24.965006685893993,0.017390896838281763
453,02HB031,1.7734872499860461,0.0966821773715752,-19.465595225037184,0.059018017983907926
454,02HB032,-65.02835662637982,0.07098781037464659,345.8988223510547,0.05436937348732998
455,02HB033,-66.49640297464715,0.06983924893301761,383.1162598115125,0.046205098359617544
456,02HB034,-24.19826955954613,0.1956872071775689,3.7896398950544024,0.01896332915910207
457,02HC002,,,,
458,02HC003,-32.08735860628823,0.19303326025102382,-8.783458573816642,0.020519726298828544
459,02HC004,,,,
460,02HC005,-56.75407240695962,0.1139284995130207,47.641296659330465,0.03475910095889268
461,02HC006,,,,
462,02HC007,,,,
463,02HC008,,,,
464,02HC009,-43.78066519281879,0.15961694929119474,3.335725806544555,0.019774427107945233
465,02HC010,,,,
466,02HC011,,,,
467,02HC012,,,,
468,02HC013,-60.47833740318932,0.13764308454689084,42.32639234916545,0.030843841755808562
469,02HC014,,,,
470,02HC015,,,,
471,02HC017,-39.03574362650039,0.2474929557460436,595.6198277680718,0.06724068525933198
472,02HC018,-52.90942665065303,0.14749971670023812,-10.41396956519932,0.01418589743989266
473,02HC019,-52.84053416555411,0.1135006251732729,11.282853672608653,0.045958328662975646
474,02HC022,-43.929729494301746,0.15862154714935936,-10.141889972882618,0.018639093071164292
