basin_id,NSE,KGE,num_observation,Performance
02CF011,0.6662110230109339,0.7061471205099714,3652,Good
02DC004,0.6049616775683605,0.6404844997405743,3652,Good
02CF013,0.1504367558462158,0.4118821487443065,3652,Unsatisfactory
02CF008,0.4218349760926311,0.4752933588718481,3652,Good
02CF007,0.3940332448053361,0.4357449951036626,3652,Good
02CF010,0.4755779264075428,0.465435499037875,3652,Good
02CC010,0.5691980316741148,0.608729971781268,3652,Good
02CA002,-0.2446757191324988,0.279245591238802,3652,Negative
02DB007,0.0990834241469226,0.3460025107724261,3041,Unsatisfactory
02DC013,0.210576158673896,0.2889640939893049,3652,Unsatisfactory
02CF005,0.45052733189373,0.447046394465287,1277,Good
02DD012,0.3650433182008751,0.2856605965181162,3652,Good
02CA007,0.3114422657055876,0.1892363297592226,3652,Unsatisfactory
02CF012,0.2203340817292095,0.2703214900122431,3652,Unsatisfactory
02CE007,-55.35907833511144,-8.04268778996566,2054,Negative
02DB005,0.1034488664727625,0.3906417995161997,3652,Unsatisfactory
02DD013,0.0794833194567224,0.2252890183749681,3652,Unsatisfactory
02CC005,0.5748895615290894,0.5251452987259331,3652,Good
02DD024,0.588623322043235,0.6181977279120852,3652,Good
02CE002,0.4967635819398518,0.5406677937912429,3652,Good
02DD017,-1.0483506599987489,-0.6095035843265637,3652,Negative
02CD001,0.0424621894657885,0.0980116304291602,3652,Unsatisfactory
02DD020,-1.5531275964913438,-0.5917015554742562,3652,Negative
02DD016,-0.8051104065054295,-0.017011742260844,196,Negative
02DD026,-2.60725608738581,-0.5653173821466786,3652,Negative
02DD010,-2.645837831679415,-0.5270917632747907,3652,Negative
02DD015,0.5076439324272437,0.5944326458622029,3652,Good
02EA011,0.6752807912283908,0.6623462673503049,3652,Good
02EA010,0.5056185252002836,0.6031425506772858,3651,Good
02EA005,0.6132028127353221,0.590152973934716,3652,Good
02EA018,0.6823265828150133,0.7231776671747309,3652,Good
02EA021,0.5035095636469014,0.5119373799729149,3594,Good
02EB013,0.5474468247290198,0.659572194639547,3652,Good
02EB014,0.6339647215112012,0.6687481203792962,3652,Good
02EB004,0.4898811495441229,0.5759829485480771,3652,Good
02EB008,0.2660616353006562,0.3206552402490737,3652,Unsatisfactory
02EB011,-0.1463383338271233,-0.3284648363824665,3652,Negative
02EB012,-4.723273370759572,-0.4957835027366082,3652,Negative
02EC019,0.1849659274227135,0.1381200958171418,3652,Unsatisfactory
02FA002,0.3391788280744446,0.5140747114791532,3652,Unsatisfactory
02ED024,0.3356124211218285,0.3046230148495781,3652,Unsatisfactory
02EC022,-0.1644292618753722,0.041231647952026,3091,Negative
02EC002,0.0739711274393926,0.127833171496508,3652,Unsatisfactory
02ED007,-0.3321902293438474,0.4242649642435226,3652,Negative
02ED013,0.2906745765962308,0.4299579554003181,3652,Unsatisfactory
02ED030,-0.5586834210892111,0.3599155338483544,3652,Negative
02FB010,0.317977964345294,0.5397213162779517,3652,Unsatisfactory
02FB009,0.564181284216594,0.7576757528452813,3652,Good
02ED027,0.5733427025381113,0.7403093102134355,3652,Good
02FA004,0.3412621053753027,0.487222388688722,3652,Unsatisfactory
02FB007,0.4376176019711647,0.6647348050068669,3652,Good
02EC011,0.2814780230845038,0.2956905500630468,3652,Unsatisfactory
02FB014,-0.3776195807227906,0.4056758508892579,3652,Negative
02FB012,0.2295361237582611,0.5633636046352474,3652,Unsatisfactory
02ED032,0.1657666523085007,0.585794537644146,3652,Unsatisfactory
02FC001,0.4064693841963324,0.6285749811903336,3652,Good
02FB013,0.4952076498714137,0.7328061792969855,3652,Good
02EC018,0.1623402879050482,0.515606848528408,3652,Unsatisfactory
02ED015,0.3832665669495431,0.413655624265706,3652,Good
02EC008,0.2571547821257985,0.4196517119316171,3652,Unsatisfactory
02ED003,0.4309085981983128,0.627844459856205,3652,Good
02FC015,0.4139538837122777,0.6432183092553458,3652,Good
02ED014,0.3257114309011425,0.6227615690962831,1459,Unsatisfactory
02EC021,-2.2425992548121623,-0.0464637188225247,3651,Negative
02ED102,0.3890961623743638,0.6171199880057029,3652,Good
02FC016,0.3882270945383329,0.6080134727481181,3652,Good
02ED029,0.2030043347744087,0.4308515249617215,3652,Unsatisfactory
02EC009,-0.0325176276525562,0.4475910654333834,3652,Negative
02FC021,-0.9898712451325892,0.2114717978243566,3652,Negative
02ED101,0.3622656624328307,0.5661711814997645,3652,Good
02FD003,0.1269499120073881,0.5822058117231376,3652,Unsatisfactory
02FC002,0.3546170679253667,0.6522606648191318,3638,Unsatisfactory
02FC011,0.2264959937856516,0.4074033416582036,3652,Unsatisfactory
02ED100,0.1570253051059442,0.3936582045098201,3652,Unsatisfactory
02FC012,0.3090362094830062,0.4604386858213243,3652,Unsatisfactory
02FC017,-0.0283449482606874,0.4398943382465072,3652,Negative
02EC010,0.2104317863843723,0.2044891280847793,3652,Unsatisfactory
02ED026,0.3121089889691738,0.4980754459975719,3652,Unsatisfactory
02FC020,0.2400241352170309,0.5520709138808833,3652,Unsatisfactory
02FD002,-0.4577282801820299,0.3233347597900157,3652,Negative
02FE011,0.2157142874408488,0.4242782227845074,3652,Unsatisfactory
02FE017,0.0945844587276697,0.4828956161369296,3652,Unsatisfactory
02FE018,-0.0179168172889181,0.428177528937138,730,Negative
02FE005,0.1966500866060033,0.3624156104927123,3652,Unsatisfactory
02FE002,0.3014793001714251,0.4571707473636185,3652,Unsatisfactory
02FE007,0.2406202700067868,0.4427520029457233,3652,Unsatisfactory
02FE008,0.2490627816100502,0.4079429208791025,3652,Unsatisfactory
02FE014,0.0549286756742064,0.3014555467787482,3652,Unsatisfactory
02FE003,0.1387577495404551,0.3572178370227995,3652,Unsatisfactory
02FE013,0.3029870789909903,0.4292466025917754,3652,Unsatisfactory
02FE015,0.2512812014474334,0.4452930807993125,3652,Unsatisfactory
02FE010,0.2948220892438753,0.3367595049962617,2646,Unsatisfactory
02FE009,0.209070145255488,0.3359062329518191,3652,Unsatisfactory
02FF015,-0.3410062311962951,0.3805594709136221,3651,Negative
02FE016,0.0832571252681804,0.0864964143121501,3652,Unsatisfactory
02FF007,0.1696605314343519,0.3642772490502963,3652,Unsatisfactory
02FF011,0.0285365404686793,0.1756564999307698,3652,Unsatisfactory
02FF014,-0.0272912516772294,0.1392155618606001,3652,Negative
02FF009,0.1634568907812748,0.3767792698273058,3652,Unsatisfactory
02FF016,0.2148726488594948,0.2531944310605617,1097,Unsatisfactory
02FF013,0.0645822890935299,0.2842560527577584,3652,Unsatisfactory
02FF008,0.1000678831632729,0.2095643051349713,3549,Unsatisfactory
02FF004,-0.0771732959515547,0.0255984227932304,2576,Negative
02FF002,0.2034912836964775,0.4151250181912582,3652,Unsatisfactory
02HK005,0.532678046945285,0.4149650122118803,3652,Good
02HF002,0.1818040665870954,0.4542862018159005,3652,Unsatisfactory
02HF003,0.5534504164301788,0.7414696086087549,3652,Good
02HL004,0.6965704115051623,0.8208321494789428,3652,Good
02HL003,0.646826706803941,0.630408172761931,3652,Good
02HM002,-0.0137877408536868,0.4564498351084156,3652,Negative
02HK006,0.7443486883793753,0.7598186309797047,3652,Good
02HL008,0.4550928373501915,0.3675693255765986,3573,Good
02HM010,0.696175766810814,0.7261654916606867,3632,Good
02HL007,0.7607384579671056,0.8129710204705225,3652,Excellent
02HL005,0.6868202888032706,0.8310641810037253,3652,Good
02HM011,-0.2928418078491901,-0.2887563225141865,3652,Negative
02HK003,0.7672608351768737,0.68593092508804,3652,Excellent
02HM007,0.4685971734412538,0.6886524930333799,3652,Good
02HK008,0.264915291562209,0.598165121612551,3652,Unsatisfactory
02HK017,0.257207277200717,0.4427803561695959,3652,Unsatisfactory
02HM009,-6.97512113411046,-1.2383436837804085,3652,Negative
02HM006,0.3716901601526808,0.3536408317168897,3652,Good
02HM004,0.3673735021821246,0.514480104923428,3652,Good
02HK016,-0.0897664844675105,0.3004050359652278,3652,Negative
02HL001,0.7693059028246096,0.8394759088992345,3652,Excellent
02HJ006,0.0959228345478677,0.131704608855887,3652,Unsatisfactory
02HJ001,0.1251135480360372,0.1545172509108283,3652,Unsatisfactory
02HJ003,0.3182635099368639,0.337393558733261,3652,Unsatisfactory
02HK009,-1.4409619405163414,-0.0378172462639703,3652,Negative
02HK015,-0.1493511884943299,0.3587237602560351,3652,Negative
02HK007,-0.2521732102454863,0.4340707446705376,3652,Negative
02HK011,-0.0575584388617123,0.3961188074194519,3652,Negative
02HJ007,-0.477149910416206,0.3549804312572865,3652,Negative
02HJ005,-0.1476579627089191,0.3006584970507828,2500,Negative
02HG003,-0.3635283047910138,-0.2145994642045943,3652,Negative
02HH003,-3.060753908805069,-0.34900636393112,3583,Negative
02HE002,0.2784788017609785,0.2585110225038635,3384,Unsatisfactory
02HG002,-0.3654629995569454,-0.0887795428159288,3487,Negative
02HD020,-0.6798420320284138,0.3149251541041016,3652,Negative
02HE004,0.113613898559332,0.0043510466866201,3286,Unsatisfactory
02HD004,-1.855873979434926,0.0082548459710506,3652,Negative
02HD003,-1.4893853193694686,0.0544157850221901,3652,Negative
02HD010,0.0529457195047067,0.5569491226321774,3652,Unsatisfactory
02HD012,0.10373121727418,0.5683953966439613,3652,Unsatisfactory
02HD024,-0.0202957884133165,0.3970775929227824,1469,Negative
02HD022,0.266385762751399,0.396856380131534,3652,Unsatisfactory
02HD021,-1.4088295671655309,0.2686796931434283,3652,Negative
02HD023,-0.2555090371381077,-0.1847308365036717,3652,Negative
02HD006,0.1330237713371987,0.3507555049035852,3652,Unsatisfactory
02HD009,0.1883217870178624,0.4003439278603697,3652,Unsatisfactory
02HC038,0.2017892245832155,0.3420825458489888,3652,Unsatisfactory
02HD008,0.1241993615734884,0.3357464967873983,3652,Unsatisfactory
02HC032,0.4348079824311539,0.3969470479567619,3652,Good
02HC018,0.2197164959062381,0.3154571108338307,2920,Unsatisfactory
02HC019,0.0741819975739228,0.2714738917472982,3651,Unsatisfactory
02HC028,0.2205990668572174,0.210031807083031,3652,Unsatisfactory
02HC023,0.3285111655396878,0.5089991929564786,3652,Unsatisfactory
02HB013,-0.1189421121013454,0.4398281793843304,3652,Negative
02HC022,0.1064631633336811,0.1954384967417192,3652,Unsatisfactory
02HB001,-0.4460548490113281,0.3065345073937785,3652,Negative
02HC025,0.4213972594207625,0.6929482787898404,3652,Good
02HC013,-0.1657752681845841,-0.0399888024494419,3652,Negative
02HC009,0.4207022252247148,0.4190586627138309,3652,Good
02HB031,-9.456809923332289,-1.241386363344979,3652,Negative
02HC031,0.2227115382057238,0.1653049278903271,3652,Unsatisfactory
02HB020,-1.795042927527033,-0.1133462807496761,3652,Negative
02HC005,-0.0470709058051024,0.2337551906620416,3651,Negative
02HB018,-0.0919819617781041,0.4342991422268529,3652,Negative
02HC003,0.3537020957178665,0.3987614304755518,3652,Unsatisfactory
02HC024,-0.28377588331348,0.1697304084262554,3652,Negative
02HC027,-0.1803868599519205,-0.0164638951513524,3652,Negative
02HC017,0.0477519819895883,-0.0881340942346318,3652,Unsatisfactory
02HB025,0.2568319809062398,0.6185491107026267,3652,Unsatisfactory
02HC033,-0.007027031844768,-0.0139736973219293,3652,Negative
02HB008,0.1358606271001197,0.5915150568992806,3652,Unsatisfactory
02HB024,-1.9508681075327003,-0.090635879916491,544,Negative
02HB029,0.3393210379475245,0.6846291361547678,3652,Unsatisfactory
02HB005,0.4159698422926461,0.5231772441211617,3652,Good
02HB004,0.1841710160598205,0.1239929564580747,3652,Unsatisfactory
02HB011,0.4990774430065395,0.4758431032780692,3652,Good
02HB032,0.2441834731691657,0.4444595620254138,3652,Unsatisfactory
02HB033,0.414821305177352,0.4521445705990351,2491,Good
02HB022,0.5253719098885007,0.5082645251359172,3652,Good
02HB015,0.5675636113360394,0.5928050096729569,3606,Good
02HB028,0.2488988581055073,0.2280547335573605,1492,Unsatisfactory
02HB012,0.2904485619524566,0.2458503032831075,3651,Unsatisfactory
02HB023,0.4967777621228464,0.4343408243270868,3591,Good
02HB007,0.4857622375053407,0.4021199049649758,3652,Good
02HA030,-0.4916254174809336,-0.2360183999939111,3652,Negative
02HB021,-0.0256322346515105,0.3272888234909574,3652,Negative
02HA006,0.358652278990799,0.658069623637366,3560,Unsatisfactory
02HA031,0.0983306472278905,0.2451557550334588,3652,Unsatisfactory
02HA020,0.3303729934990504,0.6029935739362744,3518,Unsatisfactory
02HA032,0.1829875932976391,0.3531013329881941,1293,Unsatisfactory
02HA007,0.2845782424201551,0.575080976061257,3540,Unsatisfactory
02AD010,0.5878787153493032,0.7350411917864824,3652,Good
02BA005,0.3608321590622987,0.4116634656896515,3496,Good
02AC002,0.2199025526619071,0.3782337155692158,3652,Unsatisfactory
02AE001,0.4874401898745281,0.5134853757981035,3629,Good
02BA003,0.5045199074251079,0.7208386537880425,3652,Good
02BA006,0.5569592209845948,0.4929015418185254,3652,Good
02BB003,0.5465462212550608,0.7208083749907235,3652,Good
02BB004,-0.0778838989429191,0.4695179798562399,3652,Negative
02BC004,0.5975669668243917,0.7734614493439743,1041,Good
02AB021,0.1607899780217726,0.1636216095548394,3652,Unsatisfactory
02AB006,0.2386683756365397,0.5420263046786323,3652,Unsatisfactory
02AB014,0.2816118324874055,0.2572764293211544,3625,Unsatisfactory
02AB020,0.0151469558165733,0.1621337632839559,3637,Unsatisfactory
02AB024,-0.0775881560838152,0.0837679399788379,3565,Negative
02AB022,-0.2131350486188301,0.2624428278796814,1563,Negative
02AB008,-0.0277401274051312,0.1307596558286053,3638,Negative
02AB025,-24.4924812437301,-0.3396558915674894,2766,Negative
02AB023,0.067879263420075,0.0234200939144677,3572,Unsatisfactory
02AB017,0.223707105117354,0.267865958015608,3638,Unsatisfactory
02BC006,0.5414532223995241,0.7068427127132721,2662,Good
02BD007,-0.6096437623145212,0.3384523923278032,1811,Negative
02BD006,0.1098714732696338,0.0478079775349464,1004,Unsatisfactory
02BF001,0.6061412910822963,0.6139556847695153,3652,Good
02BF002,0.554857868869584,0.6685971870351408,3652,Good
02BF014,0.5535429442993487,0.6405618272277178,3652,Good
02BF004,-0.0296278800700497,0.3133763943979951,3652,Negative
04024000,0.5237260924637201,0.6570763574741647,3652,Good
04021520,0.535208978618027,0.5494269635923121,3652,Good
04024430,0.2585805478568019,0.5608247599974654,3652,Unsatisfactory
04025500,-0.0542544515142477,0.3631994801142776,3637,Negative
04027500,-0.2189926730656122,0.4036612762502469,3652,Negative
04027000,0.4806882923584162,0.6983196193718887,3652,Good
04031000,0.399266724088862,0.3484747827192412,3618,Good
04032000,-0.2065606281756817,0.3914796897002611,3635,Negative
04040000,0.5030347524464884,0.5256870331485219,3652,Good
04037500,-0.1199463988329432,-0.1031711415077949,3599,Negative
04033000,0.5976600336274797,0.7943453595489114,3619,Good
04036000,0.1369155391085815,0.0710921479413281,3652,Unsatisfactory
04043050,0.2481142528042721,0.3557686194463563,3652,Unsatisfactory
04041500,0.5569569372311451,0.7791874361189464,3652,Good
04040500,0.5223532809403277,0.7425725799618472,3620,Good
04043150,0.2989794309362529,0.6173486610882082,3652,Unsatisfactory
04043238,-7.681105127595377,-1.313910189675711,3607,Negative
04043275,0.303184712605152,0.6475521931444981,1385,Unsatisfactory
04043244,-0.2104945728156642,0.4706079943991688,3636,Negative
04044724,0.1365202521271215,0.5131867093488608,3411,Unsatisfactory
04045500,0.5280178012579012,0.7496558605937804,3636,Good
04085427,0.6664805791070696,0.7513289366209538,3652,Good
04086000,0.6548266946482881,0.7739072101011699,3652,Good
04085200,0.405313545223681,0.6876849561418674,3616,Good
04071765,0.5148245245344489,0.7439817550485714,3652,Good
04071000,0.3541142337794423,0.6535611263656408,3652,Unsatisfactory
04069416,-0.0037062304974249,0.2130230812759115,3652,Negative
04069500,0.1662489372806754,0.2821005805813867,3652,Unsatisfactory
04067958,0.0849426539748445,0.2586073329728608,3652,Unsatisfactory
04062011,-0.3663562649344383,0.2826317074542885,3652,Negative
04060993,0.3723890780227841,0.6352758896215158,3617,Good
04060500,0.3002510021592958,0.6056046417110297,3632,Unsatisfactory
04062000,-1.6700811515941187,-0.3865485525004439,3315,Negative
04062500,0.2534558997601199,0.6198833937575499,3637,Unsatisfactory
04067500,0.648798219672871,0.7384744074647174,3652,Good
04066800,0.627779563977263,0.7617697747749802,3652,Good
04066003,0.6552492916126961,0.765312181242449,3652,Good
04065106,0.6012464767618353,0.7688618113784746,3652,Good
04064500,0.1274834262840385,0.2339177091778915,3652,Unsatisfactory
4063700,0.0367515838728805,0.0994020467094067,3638,Unsatisfactory
4066500,0.235212064181972,0.6400291230657534,3652,Unsatisfactory
4065722,0.6642358954831927,0.7882677302457912,3652,Good
4066030,0.6391083545479138,0.7646656758398298,3652,Good
4063500,0.1681781625193393,0.5510911253471295,1253,Unsatisfactory
4063000,0.4406126550529455,0.7264842330693337,3652,Good
4059500,0.5318874421568043,0.7086869224140862,3636,Good
4059000,0.467335434318774,0.6150551521894239,3652,Good
4058200,0.0759893297183221,0.1126871845407343,3613,Unsatisfactory
4058100,0.4823590868960545,0.7034164723076737,3652,Good
4057800,0.69860539918011,0.8384437132933666,3652,Good
4057510,0.5335332780044679,0.7675982496776275,3631,Good
4073500,0.5433287143948892,0.7381566082812723,3652,Good
4082400,0.3763112591471551,0.525438356152785,3612,Good
4079000,0.7273324152540162,0.8350307211416552,3630,Good
4074950,0.5756602758090158,0.7840203335186218,3652,Good
4077630,0.1513882171757864,0.60969041986708,3600,Unsatisfactory
4078500,0.6118683963300124,0.7047448486888799,3632,Good
4080000,0.6456845682187959,0.7557088540596661,2486,Good
4081000,-1.6908540478174037,-0.3172513350442485,2694,Negative
4072150,-0.2191722078929769,0.3660395324009354,3652,Negative
4093000,0.4924386461398622,0.7135888860434696,3652,Good
4094000,0.3189087151852171,0.3263526251195892,3652,Unsatisfactory
4095300,0.0318373836542218,-0.0075477344719687,3652,Unsatisfactory
4096015,-0.1131233633126833,0.4491161811362526,3652,Negative
4087240,0.5145678964532101,0.5025695604402365,3652,Good
4087220,-0.7114013229611542,-0.246575257035005,3652,Negative
4087214,-1.20939176115834,-0.372964621532788,3652,Negative
4087257,0.1435428534497174,0.3152486831857042,3652,Unsatisfactory
4087204,-0.1834141683227252,0.3888908318596712,3629,Negative
4087000,0.5195589512658771,0.7504011895377667,3637,Good
4086600,0.6276282513078109,0.7888435499364483,3633,Good
4086500,0.4607166159411291,0.702419597966752,3652,Good
4087120,-0.7389936544782751,-0.1056540420937008,3652,Negative
4087030,0.3323409715583975,0.5239124657470797,3652,Unsatisfactory
4087159,-1.31958017523456,-0.0626953161606012,3652,Negative
4087070,-0.0892006266509997,0.1687914081534002,3652,Negative
4087050,0.0064267840354503,0.3545490631630363,3629,Unsatisfactory
4087088,-1.3165152079993248,0.1380776712312725,3652,Negative
4087119,-0.5823617216610122,0.0712501906321674,3643,Negative
40871488,-5.127577909934959,-1.008124307189982,3614,Negative
4101500,0.5852059288359173,0.6808310583521084,3652,Good
4101000,0.6411429597156981,0.6930691324968727,3652,Good
4099750,0.7079406332372205,0.8056074766095588,3652,Good
4099510,0.3519560422658713,0.4741487972453408,3652,Unsatisfactory
4099000,0.7077105783705546,0.8131902856878919,3652,Good
4097540,0.2081515011721979,0.4890592865365091,3652,Unsatisfactory
4097500,0.6633819742482571,0.7882190267375615,3652,Good
4096515,0.6835407714120767,0.6899078989236122,3652,Good
4096405,0.5056771017898476,0.7003376369503775,3652,Good
4101800,-0.4087196416745717,0.3843290565573759,3652,Negative
4100500,0.5928232976947768,0.7576364195225997,3652,Good
4101370,-6.183082384612398,-0.8849005299297246,3652,Negative
4100222,0.6580379675545751,0.7849622004214629,3652,Good
4102500,0.3679850955350524,0.5975048265371903,3652,Good
4102700,0.5200395118349794,0.5963763246300131,3652,Good
4108800,0.1970904246465112,0.4667172198644732,3652,Unsatisfactory
4105500,0.4814668403290587,0.6397705455806583,3652,Good
4103500,-1.2473468749868708,-0.0980972986593078,3652,Negative
4105000,0.6519905001513713,0.7112301781333832,3652,Good
4104945,0.584505475835203,0.7832901315742059,3652,Good
4108600,0.4778594959443777,0.5987203553045413,3652,Good
4106400,-30.94608806188697,-3.784770498162368,3652,Negative
4105700,-0.0006215477543487,0.5468988607481978,3652,Negative
4106000,0.3854536698543183,0.5413040830425273,3652,Good
4114000,0.5987932562021325,0.7716480327803941,3652,Good
4113000,0.6235516593583593,0.7951354448700559,3652,Good
4111000,0.5562443775259127,0.7715140611205198,3559,Good
4109000,0.5198032750381414,0.7468568369076672,3652,Good
4112500,0.6551490669935751,0.7457998170716624,3652,Good
4111379,0.5352093861546248,0.7431857111341754,3652,Good
4114498,0.6671852223250159,0.8181338986179487,3652,Good
4112000,0.1532918066499854,0.5186935388326392,3652,Unsatisfactory
4115000,0.6886780332230815,0.7487563063928071,3652,Good
4115265,0.0903537333066235,0.5857167575008839,3652,Unsatisfactory
4119000,0.7614464407661354,0.8813405444511062,3652,Excellent
4116000,0.7199133282837602,0.827398904744692,3652,Good
4118500,0.5907264861296484,0.7900341587465964,3652,Good
4117500,0.7317245144158127,0.8599773664552869,3652,Good
4117000,-1.4016736829973526,0.1147284102317935,941,Negative
4122500,0.411720397560479,0.7124502879676393,3652,Good
4122200,0.6168725036819209,0.8067504301797092,3636,Good
4121970,0.5394744343133391,0.7468369631514598,3652,Good
4121944,0.6978350884325559,0.8349928267809779,3652,Good
4121500,0.7933841857930195,0.8779807316711897,3652,Excellent
